Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment
SRPVTA16,Juicy Isle Cambridge - Solar w SGU - TAS,TAS,0.4054,7170,Solar,5/08/2022,Unsuspended,0,n/a
BEBGVC27,Kia-Ora Piggery Martins Road - Agricultural Waste - VIC,VIC,0.2,3575,Biomass,10/08/2022,Unsuspended,0,n/a
SRPXNS96,Milliken Northmead - Solar w/ SGU - NSW,NSW,0.45,2152,Solar,12/08/2022,Unsuspended,0,n/a
WD00VC48,Berrybank 2 Wind Farm - Wind - VIC,VIC,109.2,3351,Wind,16/08/2022,Unsuspended,0,n/a
SRPXNS97,Edmondson Park South CCP Solar NSW,NSW,0.6777,2174,Solar,22/08/2022,Unsuspended,0,n/a
SRPXNSF7,MBC Microgrid - Solar - NSW,NSW,0.5029,2731,Solar,23/08/2022,Unsuspended,0,n/a
SRPXVC94,GPT Chirnside Park - Solar - VIC,VIC,0.651,3116,Solar,25/08/2022,Unsuspended,0,n/a
SRPXNS95,Todae Solar Wallsend HNELHD 0.2482 MW - Solar w SGU - NSW,NSW,0.2482,2287,Solar,25/08/2022,Unsuspended,0,n/a
SRPXNS98,Bowden Brae S3 - Solar w SGU - NSW,NSW,0.186,2076,Solar,26/08/2022,Unsuspended,0,n/a
SRPXVC95,University Of Melbourne Creswick - Solar - VIC,VIC,0.1028,3363,Solar,26/08/2022,Unsuspended,0,n/a
SRPVQLW8,Volvo Group - Solar - QLD,QLD,0.495,4076,Solar,26/08/2022,Unsuspended,0,n/a
SRPVNT71,Crocosaurus Cove - Solar - NT,NT,0.2184,0800,Solar,29/08/2022,Unsuspended,0,n/a
SRPVSAQ8,Murray Bridge 1 - Solar - SA,SA,5.3071,5254,Solar,1/09/2022,Unsuspended,0,n/a
SRPVQLW4,Miami Aquatic Centre - Solar- QLD,QLD,0.2565,4220,Solar,7/09/2022,Unsuspended,0,n/a
SRPXVC96,"1 Botero Place, Truganina - Solar - VIC",VIC,0.3536,3029,Solar,8/09/2022,Unsuspended,0,n/a
SRPXNS94,New England Solar Farm - NSW,NSW,522.3953,2358,Solar,15/09/2022,Unsuspended,0,n/a
SRPVQLW7,Dalby Solar Farm and BESS - QLD,QLD,2.6919,4405,Solar,19/09/2022,Unsuspended,0,n/a
SRPVSAQ9,Research Road Waste Water Treatment - Solar - SA,SA,0.212,5355,Solar,19/09/2022,Unsuspended,0,n/a
SRPVWAF7,Pilbara Motor Group - Solar - WA,WA,0.3996,6714,Solar,20/09/2022,Unsuspended,0,n/a
SRPXNSA2,Shoreline Coffs Harbour - Solar w/ SGU - NSW,NSW,0.3434,2450,Solar,21/09/2022,Unsuspended,0,n/a
SRPVQLW9,AAT Port Of Brisbane-Solar w SGU-QLD,QLD,0.3,4178,Solar,26/09/2022,Unsuspended,0,n/a
SRPVQLX0,Josam Unit Trust (Samin Sheet Metal) - Solar w SGU - QLD,QLD,0.1879,4131,Solar,26/09/2022,Unsuspended,0,n/a
SRPXVCA0,Chadstone Carpark - Solar - VIC,VIC,1.5479,3145,Solar,29/09/2022,Unsuspended,0,n/a
SRPXNSA3,Ropes Crossing Village Shopping Centre - Solar w SGU - NSW,NSW,0.1958,2760,Solar,29/09/2022,Unsuspended,0,n/a
WD00QL06,Kaban Wind Farm - Wind Power - QLD,QLD,156.8,4888,Wind,30/09/2022,Unsuspended,0,n/a
SRPVSAR0,Tregalana Solar Project SA,SA,6.8231,5601,Solar,30/09/2022,Unsuspended,0,n/a
SRPXNSA0,West Wyalong Solar Farm - Solar - NSW,NSW,107.6349,2671,Solar,30/09/2022,Unsuspended,0,n/a
SRPVAC34,Agile Energy - CromSWG130KW - Solar w SGU - ACT,ACT,0.1303,2900,Solar,5/10/2022,Unsuspended,0,n/a
SRPVAC35,Agile Energy-CromNTH160KW-Solar w SGU-ACT,ACT,0.1601,2602,Solar,5/10/2022,Unsuspended,0,n/a
SRPXNSA6,Energy Bay - Warrawong - Solar wSGU - NSW,NSW,0.4087,2502,Solar,5/10/2022,Unsuspended,0,n/a
SRPXQL29,"16 Veales Rd, Deeragun - Solar w SGU - QLD",QLD,0.4783,4818,Solar,6/10/2022,Unsuspended,0,n/a
SRPVQLR2,Canterbury Rd Kirwan- Solar w SGU - QLD,QLD,0.823,4817,Solar,6/10/2022,Unsuspended,0,n/a
SRPXQL23,"Crowle St, Hyde Park - Solar w SGU - QLD",QLD,0.2822,4812,Solar,6/10/2022,Unsuspended,0,n/a
SRPVQLZ8,Gartrell Dr Annandale - Solar w SGU - QLD,QLD,0.6666,4814,Solar,6/10/2022,Unsuspended,0,n/a
SRPXQL80,"Hatchett Street, Cranbrook-Solar w SGU-QLD",QLD,0.4579,4814,Solar,6/10/2022,Unsuspended,0,n/a
SRPXQL22,St Anthony's Padua - Solar w SGU - QLD,QLD,0.3204,4818,Solar,6/10/2022,Unsuspended,0,n/a
SRPVQLZ7,Burdell Dr Burdell- Solar w SGU - QLD,QLD,0.3796,4818,Solar,7/10/2022,Unsuspended,0,n/a
SRPXQL68,"Camooweal Street, Mt Isa - Solar w SGU - QLD",QLD,0.189,4825,Solar,7/10/2022,Unsuspended,0,n/a
SRPXQL70,"Chamberlain St, Ingham - Solar w SGU - QLD",QLD,0.2016,4850,Solar,7/10/2022,Unsuspended,0,n/a
SRPXQL71,"Corcoran St, Currajong - Solar w SGU - QLD",QLD,0.1162,4812,Solar,7/10/2022,Unsuspended,0,n/a
SRPXQL38,"Dalrymple Rd, Shaw - Solar w SGU - QLD",QLD,0.2272,4818,Solar,7/10/2022,Unsuspended,0,n/a
SRPXQL69,Good Shepherd Rasmussen - Solar w SGU - QLD,QLD,0.1944,4815,Solar,7/10/2022,Unsuspended,0,n/a
SRPXQL39,"Ross River Rd, Mundingburra - Solar w SGU - QLD",QLD,0.1435,4812,Solar,7/10/2022,Unsuspended,0,n/a
SRPXNSA7,Apollo Kitchen - Solar w SGU - NSW,NSW,0.2997,2164,Solar,9/10/2022,Unsuspended,0,n/a
SRPXVCA1,Cummins Scoresby - Solar - VIC,VIC,0.4005,3179,Solar,9/10/2022,Unsuspended,0,n/a
SRPVWAG0,Centurion Transport - Talbot Rd - Solar - WA,WA,0.25,6055,Solar,12/10/2022,Suspended,0,n/a
SRPVSAR1,Happy Valley Water Filtration Plant (HAVWTP) - Solar - SA,SA,12.825,5159,Solar,13/10/2022,Unsuspended,0,n/a
SRPXNSB1,Latitude Solar Farm - PV Solar + Battery Storage - NSW,NSW,8.8084,2409,Solar,13/10/2022,Unsuspended,0,n/a
SRPXNSB6,Campsie Centre System 2B - Solar w SGU - NSW,NSW,0.1505,2194,Solar,17/10/2022,Unsuspended,0,n/a
SRPXNSB5,Campsie Shopping Centre 1A - Solar w SGU - NSW,NSW,0.1513,2194,Solar,17/10/2022,Unsuspended,0,n/a
SRPXNSB4,Emerald Hills Shopping Centre - Solar w SGU - NSW,NSW,0.3499,2179,Solar,17/10/2022,Unsuspended,0,n/a
SRPXVCA3,Clevertronics - Scoresby - Solar w SGU - VIC,VIC,0.1647,3179,Solar,18/10/2022,Unsuspended,0,n/a
SRPXVCA2,Jamestrong Packaging Kyabram - Solar w SGU - VIC,VIC,0.3991,3620,Solar,18/10/2022,Unsuspended,0,n/a
SRPXNSA8,Lithgow Hospital - Solar - NSW,NSW,0.367,2790,Solar,18/10/2022,Unsuspended,0,n/a
SRPXQL72,"Fryer St, North Ward - Solar w SGU - QLD",QLD,0.1365,4810,Solar,19/10/2022,Unsuspended,0,n/a
SRPXQL27,"Gibson St, Ayr - Solar w SGU - QLD",QLD,0.3248,4807,Solar,19/10/2022,Unsuspended,0,n/a
SRPXQL47,"Golf Links Dr, Kirwan - Solar w SGU - QLD",QLD,0.2375,4817,Solar,19/10/2022,Unsuspended,0,n/a
SRPXNSJ6,JDJB Cobb Highway - Solar w SGU - NSW,NSW,0.1342,2710,Solar,20/10/2022,Unsuspended,0,n/a
SRPVQLX2,60 Newheath Drive - Solar wSGU - QLD,QLD,0.2997,4214,Solar,21/10/2022,Unsuspended,0,n/a
SRPVQLW1,Moura Solar Farm - Solar - QLD,QLD,109.9438,4702,Solar,21/10/2022,Unsuspended,0,n/a
SRPVWAG1,Aegis Canning Vale Solar PV WA,WA,0.1648,6155,Solar,24/10/2022,Unsuspended,0,n/a
SRPVWAG3,King of the Hills Solar WA,WA,2.0601,6438,Solar,25/10/2022,Unsuspended,0,n/a
SRPXNSA9,Karangi WTP - Solar - NSW,NSW,0.4925,2450,Solar,26/10/2022,Unsuspended,0,n/a
SRPVSAO3,Redmud Green Energy 123 - Solar - SA,SA,4.6696,5253,Solar,28/10/2022,Unsuspended,0,n/a
SRPXQL40,"Mary Street, Charters Towers - Solar w SGU - QLD",QLD,0.1873,4820,Solar,1/11/2022,Unsuspended,0,n/a
SRPXNSB0,Woolgoolga WRP - Solar - NSW,NSW,0.2462,2456,Solar,3/11/2022,Unsuspended,0,n/a
SRPVSAO1,Redmud Green Energy 120 - Solar - SA,SA,4.6696,5550,Solar,4/11/2022,Unsuspended,0,n/a
SRPVWAG4,Aegis Shorehaven Solar PV WA,WA,0.198,6038,Solar,7/11/2022,Unsuspended,0,n/a
SRPXNSB2,Coffs Harbour WRP MCC01 - Solar - NSW,NSW,0.8053,2450,Solar,7/11/2022,Unsuspended,0,n/a
SRPVQLX1,Digga Australia Yatala - Solar - QLD,QLD,0.6003,4207,Solar,7/11/2022,Unsuspended,0,n/a
SRPVSAR2,Warnertown 1 Solar Farm - SA,SA,4.1148,5540,Solar,8/11/2022,Unsuspended,0,n/a
SRPVSAO2,Redmud Green Energy 122 - Solar - SA,SA,4.669,5271,Solar,11/11/2022,Unsuspended,0,n/a
SRPXVCA4,Ross Labs - Solar w SGU - VIC,VIC,0.3458,3043,Solar,14/11/2022,Unsuspended,0,n/a
SRPXNSB3,Energy Bay - WINC - Solar wSGU - NSW,NSW,0.2965,2759,Solar,16/11/2022,Unsuspended,0,n/a
SRPXVCA5,SM Cold Storage - Solar - VIC,VIC,0.588,3076,Solar,22/11/2022,Unsuspended,0,n/a
SRPVQLX3,Bunnings Virginia - Solar - QLD,QLD,0.36,4014,Solar,25/11/2022,Unsuspended,0,n/a
SRPVQLX4,Bunnings Acacia Ridge - Solar - QLD,QLD,0.4,4110,Solar,28/11/2022,Unsuspended,0,n/a
SRPXVCA6,MELBOURNE 5 - SOLAR - VIC,VIC,0.4842,3023,Solar,28/11/2022,Unsuspended,0,n/a
SRPVWAG5,Wiluna Renewable Energy Facility - Solar - WA,WA,0.2594,6646,Solar,30/11/2022,Unsuspended,0,n/a
SRPXVCA8,Avery Dennison - au745 Chifley Business Park - Solar - VIC,VIC,0.1521,3194,Solar,2/12/2022,Unsuspended,0,n/a
SRPXVCA9,e NGK - au746 Chifley Business Park - Solar - VIC,VIC,0.198,3194,Solar,2/12/2022,Unsuspended,0,n/a
SRPXVCA7,Kookaburra Sport Moorabbin - Solar - VIC,VIC,0.2543,3189,Solar,2/12/2022,Unsuspended,0,n/a
SRPXVCB0,Orchid 127 Dandenong South - Solar w SGU - VIC,VIC,0.2263,3175,Solar,2/12/2022,Unsuspended,0,n/a
SRPXNSB8,Southern Steel Milperra- Solar - NSW,NSW,0.3523,2214,Solar,2/12/2022,Unsuspended,0,n/a
SRPXNSB9,Bunnings Castle Hill - Solar - NSW,NSW,0.65,2154,Solar,5/12/2022,Unsuspended,0,n/a
SRPXNSC0,Bunnings Kingsgrove - Solar - NSW,NSW,0.445,2208,Solar,6/12/2022,Unsuspended,0,n/a
SRPXNSC1,Bunnings Northmead - Solar - NSW,NSW,0.28,2152,Solar,6/12/2022,Unsuspended,0,n/a
SRPXNSC2,Bunnings Shellharbour - Solar - NSW,NSW,0.28,2527,Solar,6/12/2022,Unsuspended,0,n/a
SRPVSAR4,Woolworths Playford 5945 - Solar w SGU - SA,SA,0.1999,5115,Solar,6/12/2022,Unsuspended,0,n/a
SRTHVC01,Raygen Power Plant Carwarp - Solar - VIC,VIC,7.6623,3494,Solar,8/12/2022,Unsuspended,0,n/a
SRPVQLX5,AU268 ROCHEDALE U1 - Solar - QLD,QLD,0.4004,4123,Solar,9/12/2022,Unsuspended,0,n/a
SRPVQLX6,AU268 ROCHEDALE U3 - SOLAR - QLD,QLD,0.4505,4123,Solar,9/12/2022,Unsuspended,0,n/a
SRPXNSC4,AU568 Oakdale Industrial Estate Masonry Plant - Solar with SGU - NSW,NSW,0.1698,2175,Solar,12/12/2022,Unsuspended,0,n/a
SRPXNSC3,AU568 Oakdale Industrial Estate WH4 - Solar with SGU - NSW,NSW,0.148,2175,Solar,12/12/2022,Unsuspended,0,n/a
SRPXQL04,ZENEXUS - SOLAR - QLD,QLD,0.2503,4301,Solar,12/12/2022,Unsuspended,0,n/a
SRPXNSC5,AU491 Smithfield DC WH1 - Solar - NSW,NSW,0.5949,2164,Solar,13/12/2022,Unsuspended,0,n/a
SRPXNSC6,AU491 Smithfield DC WH2 - Solar - NSW,NSW,0.549,2164,Solar,13/12/2022,Unsuspended,0,n/a
SRPXVCB1,Woolworths Greenvale Lakes 3809 - Solar - VIC,VIC,0.2232,3064,Solar,13/12/2022,Unsuspended,0,n/a
SRPVSAR5,NPS - Solar - SA,SA,5.632,5700,Solar,16/12/2022,Unsuspended,0,n/a
SRPVWAG6,UWA - Indian Ocean Marine Research Centre - Solar w SGU - WA,WA,0.1364,6009,Solar,19/12/2022,Unsuspended,0,n/a
SRPXNSA1,Avonlie Solar Farm-NSW,NSW,245.4753,2700,Solar,20/12/2022,Unsuspended,0,n/a
BEBGQL35,Toowoomba - LFG - QLD,QLD,1.065,4350,Biomass,21/12/2022,Unsuspended,0,n/a
SRPXNSC7,Grafton District Services Club - Solar w SGU - NSW,NSW,0.208,2460,Solar,22/12/2022,Unsuspended,0,n/a
SRPXNSB7,Group Energy - West Gosford - Solar - NSW,NSW,0.2002,2250,Solar,23/12/2022,Unsuspended,0,n/a
SRPXVCB2,Gapsted Wines - Solar - Victoria,VIC,0.1992,3737,Solar,30/12/2022,Unsuspended,0,n/a
SRPVQLX7,Eurong Beach Resort - Solar w SGU - QLD,QLD,0.3586,4581,Solar,10/01/2023,Unsuspended,0,n/a
SRPXVCB3,PFIZER MELBOURNE B7 - SOLAR - VIC,VIC,0.1995,3170,Solar,11/01/2023,Unsuspended,0,n/a
SRPXNSC8,South Western Logistics - 0.3595MW - Solar w SGU - NSW,NSW,0.5755,2170,Solar,12/01/2023,Unsuspended,0,n/a
BEBGQL36,Coombabah Waste Water Treatment Plant - Sewage Gas - QLD,QLD,0.55,4216,Biomass,18/01/2023,Unsuspended,0,n/a
SRPVWAG2,Gilmac York - Solar w SGU - WA,WA,0.495,6302,Solar,18/01/2023,Unsuspended,0,n/a
HYMITA11,Headquarters Road Mini - Hydro - TAS,TAS,1.958,7260,Hydro,20/01/2023,Unsuspended,0,n/a
SRPVSAR6,Western Hospital - Henley Beach - Solar - SA,SA,0.3421,5022,Solar,23/01/2023,Unsuspended,0,n/a
SRPVWAG7,Hale School - Solar w SGU - WA,WA,0.6103,6019,Solar,24/01/2023,Unsuspended,0,n/a
SRPVNT72,Palmerston Shopping centre 2022 - Solar - NT,NT,0.4039,0830,Solar,26/01/2023,Unsuspended,0,n/a
SRPXNSC9,Bunnings Bonnyrigg - Solar - NSW,NSW,0.28,2177,Solar,27/01/2023,Unsuspended,0,n/a
SRPVSAR8,Bunnings Murray Bridge - Solar - SA,SA,0.135,5253,Solar,27/01/2023,Unsuspended,0,n/a
SRPXNSD0,V&C Foods South Nowra - Solar w SGU - NSW,NSW,0.1989,2541,Solar,27/01/2023,Unsuspended,0,n/a
BEBGSA09,Blue Lake Milling - Agricultural Waste - SA,SA,1.2,5268,Biomass,30/01/2023,Unsuspended,0,n/a
SRPXVCB4,PFIZER MELBOURNE BUILDING 6 - SOLAR - VIC,VIC,0.2752,3170,Solar,30/01/2023,Unsuspended,0,n/a
SRPVQLX8,Rubyanna Waste Water Treatment Plant - Solar - QLD,QLD,0.468,4670,Solar,1/02/2023,Unsuspended,0,n/a
SRPVSAR3,BERRI ENERGY PROJECT - Solar - SA,SA,5.8217,5342,Solar,3/02/2023,Unsuspended,0,n/a
SRPVQLX9,WYNNUM MANLY LEAGUES CLUB - SOLAR W SGU - QLD,QLD,0.1495,4179,Solar,6/02/2023,Unsuspended,0,n/a
SRPVWAG9,Abra-Solar-WA,WA,7.4188,6642,Solar,8/02/2023,Unsuspended,0,n/a
SRPVWAH0,Coburn-Solar-WA,WA,11.1283,6537,Solar,8/02/2023,Unsuspended,0,n/a
SRPVQLY0,Woods Stockfeeds - Solar - QLD,QLD,0.5886,4390,Solar,8/02/2023,Unsuspended,0,n/a
SRPVSAR7,Beerenberg Hybrid - Solar - SA,SA,0.3499,5245,Solar,10/02/2023,Unsuspended,0,n/a
SRPVSAR9,Galipo Foods Dry Creek - Solar - SA,SA,0.5997,5094,Solar,10/02/2023,Unsuspended,0,n/a
SRPVNT73,CCEP Darwin - Solar - NT,NT,0.266,0822,Solar,13/02/2023,Unsuspended,0,n/a
SRPXNSD1,WCC Gibbes St Depot - Solar wSGU - NSW,NSW,0.173,2067,Solar,13/02/2023,Unsuspended,0,n/a
SRPXNSD6,Bunnings Gladesville - Solar - NSW,NSW,0.36,2111,Solar,14/02/2023,Unsuspended,0,n/a
SRPXNSD5,Bunnings Pymble - Solar - NSW,NSW,0.3,2073,Solar,14/02/2023,Unsuspended,0,n/a
SRPXVCB5,Huntingtower School - Solar wSGU - VIC,VIC,0.2099,3149,Solar,15/02/2023,Unsuspended,0,n/a
SRPXNSD9,Woolworths DC Wyong 1933 - Solar - NSW,NSW,1.5203,2259,Solar,15/02/2023,Unsuspended,0,n/a
SRPXNSE2,LHI - Solar w Battery - NSW,NSW,1.3347,2898,Solar,16/02/2023,Unsuspended,0,n/a
SRPXNSD4,Mt Wilga Private Hospital - Solar w SGU - NSW,NSW,0.356,2077,Solar,17/02/2023,Unsuspended,0,n/a
SRPXNSD2,Westmead Private Hospital - Solar w SGU - NSW,NSW,0.254,2145,Solar,17/02/2023,Unsuspended,0,n/a
SRPXNSE4,Woolworths Chatswood East 1002 - Solar - NSW,NSW,0.3036,2067,Solar,20/02/2023,Unsuspended,0,n/a
SRPXNSE5,Woolworths Unanderra 1387 - Solar - NSW,NSW,0.3418,2526,Solar,20/02/2023,Unsuspended,0,n/a
SRPXVCB6,Woolworths Wangaratta 3263 - Solar - VIC,VIC,0.305,3677,Solar,20/02/2023,Unsuspended,0,n/a
SRPVQLY5,Woolworths Gordonvale West 2642 - Solar - QLD,QLD,0.2628,4865,Solar,21/02/2023,Unsuspended,0,n/a
SRPXNSE6,Woolworths Revesby 1402 - Solar - NSW,NSW,0.414,2212,Solar,21/02/2023,Unsuspended,0,n/a
SRPXNSE7,Woolworths Tamworth East (Peel Street) 1685 - Solar - NSW,NSW,0.3601,2340,Solar,21/02/2023,Unsuspended,0,n/a
SRPVQLY1,Darcy Dr Idalia FHC1- Solar w SGU - QLD,QLD,0.4608,4811,Solar,23/02/2023,Unsuspended,0,n/a
SRPVQLY3,Darcy Dr Idalia FHC2- Solar w SGU - QLD,QLD,0.1997,4811,Solar,23/02/2023,Unsuspended,0,n/a
SRPVQLW5,Edenvale Solar Park - Solar - QLD,QLD,204.0497,4413,Solar,23/02/2023,Unsuspended,0,n/a
SRPXNSD3,"Millennium Ct, Silverwater - Solar - NSW",NSW,0.7016,2128,Solar,23/02/2023,Unsuspended,0,n/a
SRPVQLY2,Woolcock St Currajong - Solar - QLD,QLD,0.3793,4812,Solar,23/02/2023,Unsuspended,0,n/a
SRPVQLY8,Mica Creek Solar Farm - Solar - QLD,QLD,100.7991,4825,Solar,24/02/2023,Unsuspended,0,n/a
SRPVQLY9,Hillcrest Rockhampton Private Hospital - Solar - QLD,QLD,0.2754,4700,Solar,27/02/2023,Unsuspended,0,n/a
SRPVNT70,RAAF Darwin Solar Farm - Solar - NT,NT,3.6288,0820,Solar,1/03/2023,Unsuspended,0,n/a
SRPXNSF5,Roseville College - Solar PV w SGU - NSW,NSW,0.2367,2069,Solar,1/03/2023,Unsuspended,0,n/a
SRPXNSD7,SCHO002 - Solar - NSW,NSW,0.2016,2762,Solar,1/03/2023,Unsuspended,0,n/a
SRPXNSD8,SCHO003-Solar-NSW,NSW,0.2009,2762,Solar,1/03/2023,Unsuspended,0,n/a
SRPXNSE9,Woolworths Narrabri 1305 - Solar - NSW,NSW,0.2925,2390,Solar,1/03/2023,Unsuspended,0,n/a
SRPXNSF2,Woolworths Lithgow 1242 - Solar - NSW,NSW,0.2755,2790,Solar,2/03/2023,Unsuspended,0,n/a
SRPXNSF1,Woolworths Umina 1380 - Solar - NSW,NSW,0.2765,2257,Solar,2/03/2023,Unsuspended,0,n/a
SRPVQLZ0,Blenners Transport - Solar w SGU - QLD,QLD,0.5,4076,Solar,3/03/2023,Unsuspended,0,n/a
SRPVSAS2,Laminate Fabrications - Solar w SGU - SA,SA,0.199,5013,Solar,6/03/2023,Unsuspended,0,n/a
SRPVWAH1,Karratha Senior High School - WA - Solar,WA,0.2251,6714,Solar,7/03/2023,Unsuspended,0,n/a
SRPXNSE8,Woolworths 1180 Coffs Harbour - Solar w SGU - NSW,NSW,0.272,2450,Solar,7/03/2023,Unsuspended,0,n/a
SRPVQLZ2,Woolworths Bannockburn 2866 - Solar - QLD,QLD,0.2399,4207,Solar,7/03/2023,Unsuspended,0,n/a
SRPVQLZ1,Woolworths Chinchilla 2079 - Solar - QLD,QLD,0.2412,4413,Solar,7/03/2023,Unsuspended,0,n/a
SRPXVCB8,Woolworths Dandenong North 3742 - Solar - VIC,VIC,0.2654,3175,Solar,7/03/2023,Unsuspended,0,n/a
SRPXNSF6,Woolworths Lakewood 1221 - Solar - NSW,NSW,0.2682,2443,Solar,7/03/2023,Unsuspended,0,n/a
SRPVQLY6,Woolworths Narangba 2606 - Solar - QLD,QLD,0.2939,4504,Solar,7/03/2023,Unsuspended,0,n/a
SRPVQLY7,Woolworths Redbank Plains Mountview 2867 - Solar - QLD,QLD,0.2994,4301,Solar,7/03/2023,Unsuspended,0,n/a
SRPXNSF8,Strata SP76024 - Solar - NSW,NSW,0.2625,2487,Solar,13/03/2023,Unsuspended,0,n/a
SRPXVCB7,Jardan Australia 400 - Solar w SGU-VIC,VIC,0.5,3179,Solar,14/03/2023,Unsuspended,0,n/a
SRPXNSF9,TJX Australia - Solar - NSW,NSW,0.8001,2765,Solar,14/03/2023,Unsuspended,0,n/a
SRPXNSG0,Woolworths Bowral 1162 - Solar - NSW,NSW,0.3956,2576,Solar,14/03/2023,Unsuspended,0,n/a
SRPVQLZ4,Woolworths Redland Bay Shopping Centre 2714 - Solar - QLD,QLD,0.1998,4165,Solar,14/03/2023,Unsuspended,0,n/a
SRPXNSG1,AU172 Oakdale West WH3A - Solar - NSW,NSW,0.2502,2178,Solar,16/03/2023,Unsuspended,0,n/a
SRPXVCB9,Frasers Rubix -Solar -Vic,VIC,0.4005,3175,Solar,16/03/2023,Unsuspended,0,n/a
SRPVNT74,Hewitt Cattle Narwietooma - Solar- NT,NT,0.15,0872,Solar,16/03/2023,Unsuspended,0,n/a
SRPXVCC1,Woolworths Chelsea 3124- Solar - VIC,VIC,0.2696,3196,Solar,16/03/2023,Unsuspended,0,n/a
SRPVWAH3,Woolworths Mandurah 4395 - Solar w SGU - WA,WA,0.2569,6210,Solar,16/03/2023,Unsuspended,0,n/a
SRPVAC36,Woolworths Canberra Airport 1419 - Solar - ACT,ACT,0.3096,2609,Solar,22/03/2023,Unsuspended,0,n/a
SRPVSAS5,Big W Cumberland Park 551 - Solar - SA,SA,0.1827,5041,Solar,23/03/2023,Unsuspended,0,n/a
SRPXNSG4,Energy Bay - Caddens Corner - Solar w SGU - NSW,NSW,0.2269,2747,Solar,23/03/2023,Unsuspended,0,n/a
SRPVWAH4,Esperance SHS - Solar w SGU - WA,WA,0.2314,6450,Solar,23/03/2023,Unsuspended,0,n/a
SRPXVCC3,Mattina Fresh Yarroweyah - Solar [w SGU] - VIC,VIC,0.298,3644,Solar,23/03/2023,Unsuspended,0,n/a
SRPXVCC2,Woolworths Moorabbin 3136 - Solar - VIC,VIC,0.2755,3189,Solar,23/03/2023,Unsuspended,0,n/a
SRPXNSG5,Woolworths Gloucester 1680 - Solar - NSW,NSW,0.1946,2422,Solar,24/03/2023,Unsuspended,0,n/a
SRPVSAS4,Roseworthy Campus - Solar - SA,SA,1.2038,5371,Solar,27/03/2023,Unsuspended,0,n/a
SRPVSAS6,Wine Innovation East - Solar - SA,SA,0.1776,5064,Solar,27/03/2023,Unsuspended,0,n/a
SRPXNSG7,Charter Hall Huntingwood-Solar-NSW,NSW,0.5004,2148,Solar,28/03/2023,Unsuspended,0,n/a
SRPVWAH5,Woolworths Butler Central 4310 - Solar w SGU - WA,WA,0.2134,6036,Solar,28/03/2023,Unsuspended,0,n/a
SRPXNSG6,Woolworths Nelson Bay 1785 - Solar w SGU - NSW,NSW,0.3442,2315,Solar,28/03/2023,Unsuspended,0,n/a
SRPVQLZ5,Woolworths Springwood 2621 - Solar - QLD,QLD,0.3137,4127,Solar,28/03/2023,Unsuspended,0,n/a
SRPXNSF4,Branxton WWTW - Solar w SGU - NSW,NSW,0.3025,2335,Solar,31/03/2023,Unsuspended,0,n/a
SRPXNSF3,Shortland WWTW - Solar - NSW,NSW,0.8009,2307,Solar,31/03/2023,Unsuspended,0,n/a
SRPVQLZ6,Forza Capital Browning Street - Solar w SGU - QLD,QLD,0.2672,4101,Solar,3/04/2023,Unsuspended,0,n/a
SRPXVCC4,Nazareth College - Solar wSGU - VIC,VIC,0.2424,3174,Solar,3/04/2023,Unsuspended,0,n/a
SRPVWAJ1,435 Dundas Road - Solar w SGU - WA,WA,0.1993,6058,Solar,4/04/2023,Unsuspended,0,n/a
SRPXNSL9,Wests Illawarra - Solar w/SGU - NSW,NSW,0.5883,2526,Solar,4/04/2023,Unsuspended,0,n/a
SRPXNSG8,AU525 Oakdale Industrial Estate WH1&2 - Solar - NSW,NSW,0.6398,2178,Solar,18/04/2023,Unsuspended,0,n/a
SRPVWAG8,Gudai-Darri Solar Power Station - Solar - WA,WA,43.923,6753,Solar,18/04/2023,Unsuspended,0,n/a
SRPVQLZ9,Clean Peak Energy - Virginia - Solar - QLD,QLD,1.9593,4014,Solar,19/04/2023,Unsuspended,0,n/a
WD00QL07,Dulacca Wind Farm - QLD,QLD,180.6,4424,Wind,19/04/2023,Unsuspended,0,n/a
SRPXNSH0,PGH Cecil Park - Solar - NSW,NSW,0.3768,2178,Solar,19/04/2023,Unsuspended,0,n/a
SRPXNSH1,Wallsend Village - Solar w SGU - NSW,NSW,0.7172,2287,Solar,19/04/2023,Unsuspended,0,n/a
SRPXNSG3,IGA Walgett - 198.32kW - Solar w SGU - NSW,NSW,0.1983,2832,Solar,20/04/2023,Unsuspended,0,n/a
SRPVSAS3,"Pfeiffer Rd, Woodside - Solar w SGU - SA",SA,0.298,5244,Solar,20/04/2023,Unsuspended,0,n/a
SRPXNSH2,Bunnings Hoxton Park - Solar - NSW,NSW,0.28,2171,Solar,24/04/2023,Unsuspended,0,n/a
SRPVNST0,Milspec - Solar - NSW,NSW,0.1751,2640,Solar,24/04/2023,Unsuspended,0,n/a
SRPXQL02,Robina Town Centre Office Building -Solar w SGU - QLD,QLD,0.23,4226,Solar,24/04/2023,Unsuspended,0,n/a
SRPXQL01,Sanofi Aventis - Solar - QLD,QLD,1.379,4014,Solar,24/04/2023,Unsuspended,0,n/a
SRPXNSH5,Woolworths Gunnedah 1168 - Solar - NSW,NSW,0.3744,2380,Solar,26/04/2023,Unsuspended,0,n/a
